Location,Movie Name,Timing,Is Premium,Href,Genre,Language,Rating,Runtime,Opening,Occupied Regular,Not Occupied Regular,Occupied Couple,Not Occupied Couple,Occupied Wheelchair,Not Occupied Wheelchair,Occupied Wave,Not Occupied Wave,Total Occupied,Total Not Occupied,Total Seats,Occupancy Rate
Clementi 321,Ne-Zha-2-PG13,2025-03-23T20:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6509,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,4,44,2,10,0,2,0,0,6,56,62,0.1
Century Square,Novocaine-NC16,2025-03-23T20:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13696,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,5,95,0,4,0,2,0,4,5,105,110,0.05
Causeway Point,Mickey-17-M18,2025-03-23T20:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/155057,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,7,119,2,52,0,2,0,0,9,173,182,0.05
JEM,Mickey-17-M18,2025-03-23T20:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202726,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,21,63,12,12,0,0,0,0,33,75,108,0.31
Century Square,Ne-Zha-2-PG13,2025-03-23T20:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13695,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,10,90,4,6,0,2,0,4,14,102,116,0.12
Clementi 321,Ne-Zha-2-PG13,2025-03-23T20:15:00,True,https://www.cathaycineplexes.com.sg/ticketing/1114/6430,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,4,20,0,0,0,0,0,0,4,20,24,0.17
Clementi 321,Ne-Zha-2-PG13,2025-03-23T20:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6528,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,8,114,0,0,0,2,0,0,8,116,124,0.06
Downtown East,Ne-Zha-2-PG13,2025-03-23T20:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118491,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,8,128,2,40,0,2,0,0,10,170,180,0.06
JEM,Ne-Zha-2-PG13,2025-03-23T20:15:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202517,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,2,10,8,0,0,0,0,10,10,20,0.5
JEM,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-23T20:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202659,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,4,122,4,28,0,0,0,0,8,150,158,0.05
Causeway Point,Ne-Zha-2-PG13,2025-03-23T20:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154940,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,18,108,10,44,0,2,0,0,28,154,182,0.15
JEM,Ne-Zha-2-PG13,2025-03-23T20:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202734,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,15,159,10,26,0,1,0,0,25,186,211,0.12
Century Square,Detective-Chinatown-1900-NC16,2025-03-23T20:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13692,Comedy,Mandarin,"NC16, Some Violence and Coarse Language",137 mins,29 Jan 2025,11,87,2,2,0,2,0,4,13,95,108,0.12
Clementi 321,Novocaine-NC16,2025-03-23T20:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6518,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,2,46,0,12,0,2,0,0,2,60,62,0.03
JEM,Perusu-Tamil-NC16,2025-03-23T20:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202786,"Family, Comedy, Drama",Tamil,"NC16, Some Crude humour",125 mins,19 Mar 2025,4,122,14,18,0,0,0,0,18,140,158,0.11
Causeway Point,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-23T21:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154952,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,3,141,0,44,0,2,0,0,3,187,190,0.02
Century Square,Presence-M18,2025-03-23T21:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13683,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,0,100,0,10,0,2,0,4,0,116,116,0.0
Clementi 321,Presence-M18,2025-03-23T21:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6662,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,0,62,0,20,0,2,0,0,0,84,84,0.0
Clementi 321,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-23T21:05:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6942,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,0,48,4,8,0,2,0,0,4,58,62,0.06
Downtown East,Presence-M18,2025-03-23T21:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118495,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,0,96,6,34,0,1,0,0,6,131,137,0.04
JEM,Presence-M18,2025-03-23T21:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202721,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,0,174,4,32,0,1,0,0,4,207,211,0.02
