Location,Movie Name,Timing,Is Premium,Href,Genre,Language,Rating,Runtime,Opening,Occupied Regular,Not Occupied Regular,Occupied Couple,Not Occupied Couple,Occupied Wheelchair,Not Occupied Wheelchair,Occupied Wave,Not Occupied Wave,Total Occupied,Total Not Occupied,Total Seats,Occupancy Rate
Century Square,Ne-Zha-2-PG13,2025-03-22T18:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13673,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,22,78,10,0,0,2,0,4,32,84,116,0.28
JEM,Ne-Zha-2-PG13,2025-03-22T18:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202559,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,33,141,24,12,0,1,0,0,57,154,211,0.27
Downtown East,Novocaine-NC16,2025-03-22T18:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118461,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,3,65,8,32,0,1,0,0,11,98,109,0.1
Causeway Point,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-22T18:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/155394,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20 Feb 2025,19,110,16,14,0,0,0,0,35,124,159,0.22
Clementi 321,Ne-Zha-2-PG13,2025-03-22T18:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6932,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,5,57,2,18,0,2,0,0,7,77,84,0.08
Century Square,Ne-Zha-2-PG13,2025-03-22T18:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13764,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,12,88,8,2,0,2,0,4,20,96,116,0.17
Downtown East,Ne-Zha-2-PG13,2025-03-22T18:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118456,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,4,92,28,12,0,1,0,0,32,105,137,0.23
Causeway Point,Ne-Zha-2-PG13,2025-03-22T19:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154922,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,34,110,22,22,0,0,0,0,56,132,188,0.3
Clementi 321,Ne-Zha-2-PG13,2025-03-22T19:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6488,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,7,67,14,6,0,2,0,0,21,75,96,0.22
JEM,Ne-Zha-2-PG13,2025-03-22T19:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202586,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,65,109,30,6,0,1,0,0,95,116,211,0.45
Century Square,Ne-Zha-2-PG13,2025-03-22T19:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13654,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,36,62,4,0,0,2,0,4,40,68,108,0.37
Downtown East,Ne-Zha-2-PG13,2025-03-22T19:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118469,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,20,156,10,40,0,2,0,0,30,198,228,0.13
Causeway Point,Ne-Zha-2-PG13,2025-03-22T19:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154910,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,39,87,36,18,0,2,0,0,75,107,182,0.41
Clementi 321,Ne-Zha-2-PG13,2025-03-22T19:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6477,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,12,50,16,4,0,2,0,0,28,56,84,0.33
JEM,Ne-Zha-2-PG13,2025-03-22T19:30:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202495,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,2,16,6,0,0,0,0,16,8,24,0.67
JEM,Ne-Zha-2-PG13,2025-03-22T19:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202710,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,58,68,30,2,0,0,0,0,88,70,158,0.56
JEM,Dog-Man-PG,2025-03-22T19:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202605,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,35,91,16,16,0,0,0,0,51,107,158,0.32
Clementi 321,Ne-Zha-2-PG13,2025-03-22T19:45:00,True,https://www.cathaycineplexes.com.sg/ticketing/1114/6470,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,10,14,0,0,0,0,0,0,10,14,24,0.42
Downtown East,Mickey-17-M18,2025-03-22T19:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118465,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,3,119,22,20,0,2,0,0,25,141,166,0.15
Causeway Point,Ne-Zha-2-PG13,2025-03-22T19:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154898,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,52,149,22,20,0,2,0,0,74,171,245,0.3
Clementi 321,Ne-Zha-2-PG13,2025-03-22T20:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6474,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,21,27,10,2,0,2,0,0,31,31,62,0.5
Downtown East,Ne-Zha-2-PG13,2025-03-22T20:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118475,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,27,97,18,26,0,2,0,0,45,125,170,0.26
JEM,Ne-Zha-2-PG13,2025-03-22T20:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202719,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,74,144,52,12,0,1,0,0,126,157,283,0.45
Century Square,Novocaine-NC16,2025-03-22T20:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13660,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,2,98,0,4,0,2,0,4,2,108,110,0.02
JEM,Mickey-17-M18,2025-03-22T20:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202705,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,15,69,24,0,0,0,0,0,39,69,108,0.36
Century Square,Ne-Zha-2-PG13,2025-03-22T20:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13669,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,51,49,10,0,0,2,0,4,61,55,116,0.53
JEM,Ne-Zha-2-PG13,2025-03-22T20:15:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202526,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,1,1,22,0,0,0,0,0,23,1,24,0.96
Causeway Point,Ne-Zha-2-PG13,2025-03-22T20:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/155055,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,36,94,16,12,0,0,0,0,52,106,158,0.33
Clementi 321,Ne-Zha-2-PG13,2025-03-22T20:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6494,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,34,88,0,0,0,2,0,0,34,90,124,0.27
JEM,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-22T20:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202656,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,9,117,20,12,0,0,0,0,29,129,158,0.18
Causeway Point,Ne-Zha-2-PG13,2025-03-22T20:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154904,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,25,101,44,10,0,2,0,0,69,113,182,0.38
JEM,Ne-Zha-2-PG13,2025-03-22T20:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202715,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,58,116,30,6,0,1,0,0,88,123,211,0.42
Downtown East,Ne-Zha-2-PG13,2025-03-22T20:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118472,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,35,101,22,20,0,2,0,0,57,123,180,0.32
Clementi 321,Ne-Zha-2-PG13,2025-03-22T21:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6505,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,12,36,0,12,0,2,0,0,12,50,62,0.19
Century Square,Perusu-Tamil-NC16,2025-03-22T21:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13758,"Family, Comedy, Drama",Tamil,"NC16, Some Crude humour",125 mins,19 Mar 2025,10,88,0,4,0,2,0,4,10,98,108,0.09
Century Square,Ne-Zha-2-PG13,2025-03-22T21:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13674,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,33,67,8,2,0,2,2,2,43,73,116,0.37
Clementi 321,Ne-Zha-2-PG13,2025-03-22T21:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6504,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,8,58,12,6,1,1,0,0,21,65,86,0.24
Downtown East,Ne-Zha-2-PG13,2025-03-22T21:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118575,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,7,61,4,36,0,1,0,0,11,98,109,0.1
JEM,Ne-Zha-2-PG13,2025-03-22T21:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202560,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,38,136,30,6,0,1,0,0,68,143,211,0.32
Causeway Point,Ne-Zha-2-PG13,2025-03-22T21:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154913,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,54,90,26,18,0,2,0,0,80,110,190,0.42
Clementi 321,Mickey-17-M18,2025-03-22T21:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6641,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,6,42,6,6,0,2,0,0,12,50,62,0.19
Clementi 321,Ne-Zha-2-PG13,2025-03-22T21:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6502,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,14,34,10,2,0,2,0,0,24,38,62,0.39
JEM,Perusu-Tamil-NC16,2025-03-22T21:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202785,"Family, Comedy, Drama",Tamil,"NC16, Some Crude humour",125 mins,19 Mar 2025,15,111,14,18,0,0,0,0,29,129,158,0.18
Century Square,Ne-Zha-2-PG13,2025-03-22T21:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13666,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,17,83,10,0,0,2,0,4,27,89,116,0.23
Downtown East,Ne-Zha-2-PG13,2025-03-22T21:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118455,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,4,92,10,30,0,1,0,0,14,123,137,0.1
Causeway Point,Ne-Zha-2-PG13,2025-03-22T22:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154927,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,23,106,12,18,0,0,0,0,35,124,159,0.22
JEM,Ne-Zha-2-PG13,2025-03-22T22:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202587,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,20,154,10,26,0,1,0,0,30,181,211,0.14
Clementi 321,Novocaine-NC16,2025-03-22T22:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6484,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,5,57,2,18,0,2,0,0,7,77,84,0.08
Century Square,Ne-Zha-2-PG13,2025-03-22T22:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13655,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,6,92,2,2,0,2,0,4,8,100,108,0.07
Downtown East,Ne-Zha-2-PG13,2025-03-22T22:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118468,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,6,170,0,50,0,2,0,0,6,222,228,0.03
Clementi 321,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-22T22:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6503,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,7,67,0,20,0,2,0,0,7,89,96,0.07
Causeway Point,Ne-Zha-2-PG13,2025-03-22T22:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154923,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,17,127,10,34,0,0,0,0,27,161,188,0.14
JEM,Ne-Zha-2-PG13,2025-03-22T22:30:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202496,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,2,0,12,10,0,0,0,0,14,10,24,0.58
JEM,Ne-Zha-2-PG13,2025-03-22T22:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202795,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,15,111,24,8,0,0,0,0,39,119,158,0.25
Clementi 321,Presence-M18,2025-03-22T22:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6499,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,4,58,2,18,0,2,0,0,6,78,84,0.07
Causeway Point,Ne-Zha-2-PG13,2025-03-22T22:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/155393,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,1,125,4,50,0,2,0,0,5,177,182,0.03
Century Square,Ne-Zha-2-PG13,2025-03-22T22:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13751,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,100,2,2,0,2,2,2,4,106,110,0.04
Downtown East,Ne-Zha-2-PG13,2025-03-22T22:50:00,True,https://www.cathaycineplexes.com.sg/ticketing/1106/118569,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,0,0,0,0,0,0,0,0,0,0,1
JEM,Mickey-17-M18,2025-03-22T22:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202796,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,0,126,4,28,0,0,0,0,4,154,158,0.03
Causeway Point,Ne-Zha-2-PG13,2025-03-22T23:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154899,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,16,185,10,32,0,2,0,0,26,219,245,0.11
JEM,Ne-Zha-2-PG13,2025-03-22T23:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202720,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,10,208,22,42,0,1,0,0,32,251,283,0.11
Downtown East,Presence-M18,2025-03-22T23:00:00,True,https://www.cathaycineplexes.com.sg/ticketing/1106/118476,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,0,0,0,0,0,0,0,0,0,0,0,1
JEM,Presence-M18,2025-03-22T23:10:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202706,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,0,0,0,0,0,0,0,0,0,0,0,1
JEM,Ne-Zha-2-PG13,2025-03-22T23:15:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202527,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,1,1,10,8,0,0,0,0,11,9,20,0.55
Century Square,Presence-M18,2025-03-22T23:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13670,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,0,100,0,10,0,2,0,4,0,116,116,0.0
Causeway Point,Presence-M18,2025-03-22T23:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154918,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,5,125,6,22,0,0,0,0,11,147,158,0.07
Causeway Point,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-22T23:45:00,True,https://www.cathaycineplexes.com.sg/ticketing/1102/154905,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,0,0,0,0,0,0,0,0,0,0,0,1
